sample_id	source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank
raw_all__GSM5837334_AB7353.txt.gz	B_cell	T_cell	HLA-DOB	CD4	0.3448857	0.0	0.107333995	0.2565516776734097	0.9734970252041972	0.853224	0.7025222	0.018617140455858504	1.0
raw_all__GSM5837334_AB7353.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.40826458	0.996	0.16643797	-0.17030758992432354	-0.7356967382193309	0.12335737	0.7462434	1.0	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	B_cell	SELPLG	ITGB2	0.4111609	0.113	0.1667212	0.0891723038473784	0.3646364035314292	0.3771599	0.74640435	0.5340487137167207	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	B_cell	SEMA4D	CD72	0.3513831	0.0	0.12136342	0.2308984348880995	0.9022169797869604	0.675425	0.71519685	0.028701145211722963	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	CD40LG	CD53	0.42518023	0.55	0.12943174	0.05276678768163997	0.25385826266401107	0.4244048	0.7217064	1.0	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	B_cell	TGFB1	CXCR4	0.47874278	0.043	0.17021745	0.11293734576524919	0.683818280209296	0.3995875	0.74836355	0.4361176854627591	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	CLEC2D	KLRB1	0.3688574	0.002	0.11985547	0.14948276117496426	1.0364677028082172	0.53940195	0.7139218	0.09789134063559042	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	HLA-DPB1	CD4	0.33840677	1.0	0.10146866	-0.16686666789911433	-0.854052751897774	0.08928296	0.696617	1.0	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	HLA-DQB1	CD4	0.3356812	0.992	0.099001236	-0.07838161236727473	-0.3468067211563173	0.132606	0.6940094	1.0	1.0
raw_all__GSM5837334_AB7353.txt.gz	B_cell	T_cell	CD72	CD5	0.33656955	0.0	0.10959315	0.24931298389085854	1.1947161426794568	0.8074725	0.70469415	0.006593193996502726	1.0
raw_all__GSM5837334_AB7353.txt.gz	B_cell	T_cell	BTLA	CD247	0.34017515	0.001	0.11509685	0.2090930194305685	0.9441670664868137	0.70741445	0.7097668	0.02469284684645941	1.0
raw_all__GSM5837334_AB7353.txt.gz	B_cell	B_cell	HMGB1	CXCR4	0.74449104	0.104	0.5537427	0.08718989054079711	0.6263947553572918	0.32360607	0.8428668	0.928052600646882	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	LGALS1	ITGB1	0.41131216	0.029	0.16295946	0.11402985675194811	0.7640680996121225	0.44373918	0.74423844	0.16078509974705626	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	ICAM3	ITGAL	0.39525422	0.029	0.15447308	0.11287527425725484	0.7432856906952279	0.4470701	0.7391152	0.1833190322265446	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	HLA-F	CD8B	0.44412547	0.0	0.19649978	0.2499482723415353	1.4136143111529123	0.8472397	0.76164067	0.00484619441270786	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	SELPLG	ITGB2	0.42760575	0.054	0.18183246	0.10786321472095657	0.5633812167066441	0.41134486	0.7545276	0.37202118929264566	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	TGFB1	CXCR4	0.32985544	0.801	0.09997522	-0.028118004691274165	-0.2794699339770102	0.23469304	0.6950479	1.0	1.0
raw_all__GSM5837334_AB7353.txt.gz	T_cell	T_cell	TGFB1	ITGB1	0.3630293	0.031	0.11562603	0.10443535639192059	0.6092795978165351	0.43579274	0.7102391	0.22145945379415868	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-B	CD3D	2.9160614	0.0	7.279373	0.4391631192755654	2.002472400924287	0.54482025	0.95204955	0.005101408181612321	0.0005550719721609882
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	B2M	KLRD1	2.7598863	0.0	5.0671635	0.3646849073023646	1.5553864384792373	0.46480975	0.94307	0.020590624768000002	0.004942923235140288
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-B	CD3D	2.498375	0.119	5.767601	-0.05211770065033289	1.1278460954735876	0.43167254	0.9464476	1.0	0.00874055284975286
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-B	KLRD1	2.5927496	0.0	4.6783786	0.32088910417073724	1.4846435315753914	0.47359407	0.9408887	0.02054758452625592	0.00874055284975286
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	B2M	KLRD1	2.381276	0.898	4.186459	-0.2439686650162945	0.539274319220846	0.38402292	0.93772256	1.0	0.01358388533564356
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-B	KLRD1	2.1750631	0.93	3.706778	-0.1703917157551611	0.6100172261246919	0.37523857	0.93407315	1.0	0.026337359568847855
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	HLA-A	APLP2	1.7512726	0.0	2.0687156	0.3702866348893445	1.4148926981086418	0.5147095	0.9136778	0.012454609818389454	0.05287097150066851
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-B	CD8A	2.1904526	0.0	1.4419591	0.2432414093992001	1.032084428975504	0.43920597	0.89834136	0.047845629078324944	0.05287097150066851
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DRA	CD4	1.7724568	0.0	1.3153101	0.6274094942625138	2.689962206838963	0.7774471	0.894066	0.0006294077440000001	0.06361945491895139
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	LRPAP1	SORL1	0.23258284	0.787	0.052644312	-0.04266653543505981	-0.21295237814221674	0.21177232	0.62804264	1.0	0.07030960492628363
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	BTLA	CD79A	1.4284375	0.0	1.4717063	0.705558453331766	2.317583301603242	0.8050594	0.89926994	0.0006294077440000001	0.1013306586292021
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-B	CD8A	1.7727661	1.0	1.1424946	-0.2480394105266982	0.15745812352480448	0.34799212	0.887208	1.0	0.130850528487377
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	TGFB1	TGFBR3	0.23622087	0.008	0.054890413	0.11374836954640948	0.6757259963980748	0.67305994	0.63290954	0.047845629078324944	0.1395119950479291
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-E	KLRK1	1.4888256	0.009	1.0769769	0.0879002747342438	0.5487797428420546	0.3436719	0.8842193	0.21289450279315955	0.16370963391549126
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	CD48	CD2	1.2641146	0.0	1.5979437	0.2419067041511196	1.3146710554578185	0.5165065	0.9029364	0.009450988459916035	0.181347440815761
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	S100A8	CD69	0.2367529	0.292	0.055927105	0.040056720906599855	-0.1450103502709319	0.35602936	0.6350804	1.0	0.20761595778398775
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-A	CD8A	1.5544361	0.0	0.9859607	0.23965181810227734	1.2459732868580808	0.51175094	0.8796223	0.014200115696405988	0.21895171845733458
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	CD48	CD2	1.1470342	0.001	1.3034537	0.14521418791651083	1.2399562398069648	0.42131788	0.8936365	0.0750302751768006	0.21895171845733458
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	MIF	CD74_CXCR4	1.1272342	0.162	1.2279015	0.06710370971083071	0.04265888995875211	0.2794056	0.89076513	0.9220952739134074	0.23888307798699604
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	MIF	CD74_CXCR4	1.1182641	0.199	1.2039689	0.05929185098411183	0.15257201698912293	0.27395982	0.8898039	0.8410831111450805	0.25954375557754306
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-E	KLRK1	1.3355459	0.766	0.94782543	-0.03964921545863621	0.02526839446982121	0.3024586	0.8775182	1.0	0.25954375557754306
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	S100A8	CD69	0.2761161	0.121	0.073686205	0.08985648370337009	0.7225695677730934	0.46908295	0.6664023	0.19853084262399995	0.2746302805535112
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	HLA-A	APLP2	1.1162682	0.996	1.1134747	-0.11137408036080124	0.11248867689278863	0.27703953	0.8859143	1.0	0.28091621343359496
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-E	CD8A	1.4574188	0.003	0.9164032	0.10752076397643191	0.8565269504362709	0.41870463	0.87569475	0.08162253090579713	0.30298287674199353
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	VIM	CD44	1.1093377	0.007	0.90440273	0.10611327989949652	0.5476681933473495	0.33463368	0.8749756	0.2579675050849885	0.3257262143592489
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	HMGB1	CXCR4	1.1053681	0.113	1.1695622	0.08309770769765357	0.13989708484312957	0.29612955	0.8883744	0.5405153204751199	0.3257262143592489
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	ADAM10	TSPAN14	0.27476442	0.01	0.07421107	0.1031895343972841	0.6248654243642555	0.54962397	0.6671908	0.06884563883827999	0.3405637507755508
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-C	CD8A	1.3825326	0.0	0.86271274	0.14698112101846544	0.8727935312960526	0.4469171	0.8723713	0.03557161110230213	0.3491285653634652
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	HMGB1	CXCR4	1.0477934	0.321	1.0159518	0.03242193436624949	0.05533382210474547	0.25723585	0.88119966	1.0	0.39784013549757635
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-E	CD8A	1.3041391	0.719	0.80650777	-0.020028726216448092	0.3330156020640376	0.3684934	0.8685737	1.0	0.39784013549757635
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	LTB	CD40	0.665293	0.151	0.32725006	0.14640256517606698	0.3819796619125462	0.42811862	0.80805355	0.242095489024	0.4022074840507853
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	CD59	CD2	0.75613904	0.0	0.32024348	0.1988894808494622	1.3398133984919114	0.53723025	0.80636954	0.010875196156741129	0.4022074840507853
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	S100A9	ITGB2	0.28461087	0.997	0.079178676	-0.1655304249336597	-0.9984716018721014	0.12546216	0.674345	1.0	0.40542515586915795
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	VIM	CD44	1.0722743	0.068	0.7798328	0.0671025931655193	0.550293802813103	0.28854215	0.8666421	0.5988988410489685	0.4231142533936664
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-F	CD8A	0.596892	0.003	0.2994398	0.1285833303390207	0.9903882149758322	0.51575136	0.80107176	0.028817214804743942	0.4404883913670237
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	GNAI2	S1PR4	0.5992655	0.517	0.33772817	-0.0017997316631622226	0.04685886199076961	0.24857491	0.8104859	1.0	0.4404883913670237
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	CXCL14	CXCR4	0.6716994	0.863	0.2871462	-0.050998931687414775	-0.1732220855971215	0.20339952	0.7977104	1.0	0.4404883913670237
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DRB1	CD4	1.0231324	0.0	0.68429995	0.44157822516242456	1.7501645924294902	0.720472	0.8589078	0.0006294077440000001	0.4489770805349438
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	GNAI2	S1PR4	0.5965284	0.519	0.333647	-0.004820817884532343	0.04509071299386236	0.24557109	0.8095504	1.0	0.46050758608217024
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	GNAI2	S1PR4	0.6053604	0.483	0.3415523	0.0030235491941125237	-0.04685886199076961	0.2513895	0.8113491	1.0	0.46050758608217024
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	S100A8	ITGB2	0.28762645	0.998	0.081152834	-0.16862713380432226	-0.9662582500101707	0.12244357	0.6770433	1.0	0.4692232832533841
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DPB1	CD4	1.0229735	0.0	0.6841662	0.37907335932254926	1.6165858530209816	0.6588759	0.85889596	0.001284224032890995	0.4754110893699409
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	CXCL14	CXCR4	0.6978147	0.712	0.3433834	-0.016718272918897638	-0.02200882135075355	0.24323504	0.811758	1.0	0.48112432471077404
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	GNAI2	S1PR4	0.60809755	0.469	0.34573013	0.006044635415482644	-0.04509071299386236	0.2544645	0.8122778	1.0	0.5023473946594138
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	TGFB1	CXCR4	0.7700325	0.099	0.27488127	0.09912280202514229	0.18785961345275376	0.3724481	0.7941655	0.3691792367154703	0.5023473946594138
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	PKM	CD44	0.5707606	0.025	0.32470578	0.089521464531049	0.29661507742637094	0.38476855	0.80744755	0.2744723078881334	0.5023473946594138
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	MIF	CD74_CXCR4	0.99858516	0.801	0.9910688	-0.035292768442923755	-0.15257201698912293	0.22551498	0.87989557	1.0	0.5023987050854994
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DPA1	CD4	1.0130472	0.0	0.6758071	0.3685881199073888	1.5643088028069716	0.64890516	0.85814935	0.0016141174324632733	0.5023987050854994
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	CXCL14	CXCR4	0.80034846	0.176	0.35576463	0.05139754646633969	0.02200882135075355	0.25200528	0.81444937	1.0	0.5241855833346694
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.989615	0.727	0.9717523	-0.04310462716964264	-0.04265888995875211	0.22111955	0.87885165	1.0	0.5299223528684612
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-C	CD8A	1.0954225	0.958	0.6568663	-0.08632212604706452	0.31674902120425585	0.340281	0.8564103	1.0	0.5299223528684612
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	CD55	ADGRE5	0.2923115	0.646	0.08445795	-0.02641071140822879	-0.041966569616368354	0.21868181	0.6813921	1.0	0.5319669203472808
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	ICAM3	ITGAL	0.554852	0.001	0.28635636	0.12698191130364744	0.659370715670758	0.4656468	0.7974881	0.047845629078324944	0.5466478505601504
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	GNAI2	S1PR1	0.63933164	0.203	0.3974685	0.04713195284677196	0.24991381272508795	0.3207033	0.82267946	0.3713781104640002	0.5466478505601504
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	S100A8	ITGB2	0.5764141	0.024	0.26987222	0.12053034077745597	0.9662582500101707	0.40718374	0.7926583	0.08863993473538437	0.5466478505601504
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HMGB1	CXCR4	0.976719	0.679	0.9439818	-0.019298770456100907	-0.05533382210474547	0.2390133	0.8772996	1.0	0.557964457905668
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	LTB	CD40	0.7816081	0.02	0.4030036	0.2361431693584791	0.8958629785755667	0.52722174	0.82368594	0.04629726822400001	0.5697426437309927
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DQB1	CD4	0.940316	0.0	0.6145599	0.4919468686723414	1.9995880161271253	0.80320567	0.8522682	0.0006294077440000001	0.5865075543419462
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	S100A9	ITGB2	0.56569695	0.021	0.25216377	0.11532786987474268	0.9984716018721014	0.39956477	0.7870257	0.09610038440115322	0.5934789179147077
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DMA	CD4	0.5362778	0.0	0.27431703	0.301154838160737	1.2455917790810969	0.7150961	0.7939975	0.0024601698406695217	0.5934789179147077
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	GNAI2	S1PR1	0.6481637	0.24	0.40688592	0.05497631992541683	0.15796423774045598	0.32830188	0.82438105	0.4610754368759029	0.5934789179147077
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	LRPAP1	SORL1	0.33905986	0.097	0.09406342	0.0782174251892264	0.3338042410794159	0.378389	0.69296855	0.18631728800440675	0.5936648835139426
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	HLA-E	KLRK1	1.3935448	0.51	0.5898333	-0.020122971360649625	-0.02526839446982121	0.1882205	0.8496642	1.0	0.6155338512441777
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	MIF	CD44_CD74	0.68328375	0.604	0.4188123	-0.0293514464081976	0.05626936824806217	0.2292311	0.82646257	1.0	0.6178654605178734
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	CXCL14	CXCR4	0.8264637	0.137	0.42544064	0.08567820523485684	0.1732220855971215	0.30136016	0.8275857	0.4865081960308376	0.642911058947069
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	PKM	CD44	0.53369725	0.236	0.2799817	0.050510777797071776	0.29924068689212446	0.33177158	0.79566413	0.41634498150399996	0.642911058947069
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HMGB1	CXCR4	0.9191443	0.849	0.8199991	-0.06997454378750498	-0.13989708484312957	0.20762125	0.86951774	1.0	0.6450258808946605
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	CD55	ADGRE5	0.31124282	0.524	0.09433548	-0.0032989809702793672	-0.005659107251445472	0.24425712	0.6932757	1.0	0.654325873340291
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	MIF	CD44_CD74	0.6922539	0.633	0.42713743	-0.021539587681478723	-0.05364375878230865	0.23378776	0.82786953	1.0	0.6686245006088736
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	LGALS1	PTPRC	0.8511876	0.047	0.5663471	0.09046681216586755	0.3280912293377498	0.38488412	0.8470506	0.21289450279315955	0.6749660684802359
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	TGFB1	CXCR4	0.64138347	0.735	0.22186328	-0.0032736761286121796	-0.007371293495121278	0.30061182	0.7760998	1.0	0.6950145729098667
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	BTLA	CD247	0.6615787	0.0	0.43752465	0.35099666776281857	1.6190611049980292	0.8539144	0.8295747	0.0006294077440000001	0.6950145729098667
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-A	CD8A	0.9194317	1.0	0.53068787	-0.24200889714786838	-0.05643073435777235	0.2754471	0.8427902	1.0	0.7053368391877459
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	SELPLG	SELL	0.83020294	0.008	0.6340868	0.19590008604156361	1.1563116243148257	0.5675858	0.8542265	0.0324	0.7053368391877459
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	CD55	CR1	0.316045	0.04	0.09684104	0.1740296579906733	0.6466096795529779	0.44077173	0.6960557	0.079948693504	0.7139587920487117
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	GNAI2	S1PR1	0.5257597	0.797	0.22005196	-0.07918168078257694	-0.24991381272508795	0.17755213	0.7753867	1.0	0.7220900632566271
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	LGALS1	ITGB1	0.51203537	0.0	0.2587512	0.15303554051405305	1.0233133849391953	0.5863997	0.7891789	0.016122969067811778	0.7220900632566271
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DQA1	CD4	0.7489761	0.0	0.4534315	0.3699040659502959	1.5544764373965758	0.7247072	0.83208436	0.0006294077440000001	0.7220900632566271
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	HLA-E	KLRK1	1.2402651	0.991	0.5191003	-0.14767246155352964	-0.5487797428420546	0.16564901	0.8413221	1.0	0.7361206182040323
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	LGALS1	PTPRC	0.7408031	0.624	0.46623334	0.003169703867007087	0.3061257081739428	0.31684774	0.83402044	1.0	0.7498597590557343
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DMB	CD4	0.5033045	0.0	0.24655007	0.33769089043258216	1.5181441736950962	0.8292291	0.7851327	0.0006294077440000001	0.7498597590557343
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DRB5	CD4	0.8181927	0.0	0.51171917	0.4253520006006222	1.646417662772084	0.75474787	0.84036386	0.0006294077440000001	0.7672998307159369
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	TIMP1	CD63	0.31212837	0.107	0.096945606	0.06877386015719848	0.46681140437668733	0.42900258	0.69616985	0.19927375709423126	0.7725723142006001
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	GNAI2	S1PR1	0.5169277	0.883	0.21495883	-0.08702604786122181	-0.15796423774045598	0.17344269	0.77334094	1.0	0.7783324477137674
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	VIM	CD44	0.74010956	0.993	0.4715521	-0.17827031023115408	-0.5476681933473495	0.17447671	0.83480406	1.0	0.7783324477137674
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	SELPLG	SELL	0.7033819	0.135	0.48307782	0.0944623743284731	0.5851101030402678	0.43241417	0.83646244	0.21233663999999997	0.8075169166373051
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	SEMA4D	CD72	0.48868322	0.0	0.23723303	0.33718477730108065	1.5387634241339365	0.9342493	0.7818656	0.0006294077440000001	0.8075169166373051
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	CD55	ADGRE5	0.31319636	0.476	0.09798069	0.001963679148975826	0.005659107251445472	0.25369543	0.6972919	1.0	0.8301753381436154
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	COL1A2	CD44	0.4860844	0.115	0.23356465	0.07767393981674124	0.26396468566111897	0.3302271	0.78053373	0.30984487587426396	0.8374219532329268
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	S100A8	ITGB2	0.5370509	0.034	0.20483035	0.07073057798068573	0.0986783319661454	0.30904844	0.769083	0.6618890296494707	0.8374219532329268
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	MIF	CD44_CD74	0.7203471	0.434	0.4857131	0.009659240325779632	0.05364375878230865	0.2658483	0.8368342	1.0	0.8374219532329268
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	VIM	CD44	0.7771729	0.993	0.5468775	-0.13925962349717685	-0.550293802813103	0.2023475	0.8447707	1.0	0.8630344438211757
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	SELPLG	ITGB2	0.71076906	0.0	0.49187395	0.2216248457829874	1.4031791546657049	0.7162322	0.83769286	0.007026491081936221	0.8680563449072118
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	COL1A1	CD44	0.47188038	0.2	0.21827619	0.03875439701455484	0.12869043409712466	0.3087762	0.7746804	0.5988988410489685	0.8680563449072118
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	TIMP1	CD63	0.31679714	0.174	0.09965584	0.07463465656997145	0.4802994327463961	0.4409959	0.699078	0.29246463999999983	0.8867765422806198
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	S100A9	ITGB2	0.5340353	0.034	0.19984756	0.0738272868513483	0.06646498010421481	0.31666738	0.76688904	0.6951851989140146	0.8994288790667392
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	MIF	CD44_CD74	0.72931725	0.396	0.4953681	0.01747109905249851	-0.05626936824806217	0.27113286	0.8381735	1.0	0.8994288790667392
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	IL16	CD4	0.45471027	0.065	0.2056286	0.10761414025062432	0.7087348399178511	0.45317373	0.7694282	0.10240000000000002	0.931548343118088
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	ICAM3	ITGAL	0.49250397	0.162	0.19888256	0.05210340250292947	0.4534541209210532	0.32340482	0.76645607	0.32876135242009463	0.931548343118088
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	CD72	CD5	0.335554	0.0	0.0997365	0.2850903331556594	1.1726807331463562	0.8566035	0.6991631	0.0036019346637242468	0.9423848211510648
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	COL1A2	CD44	0.44902104	0.357	0.2013941	0.03866325308276401	0.2665902951268725	0.28474253	0.76757735	0.6298034792113975	0.9644235244678372
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	S100A9	ITGB2	0.31627256	0.966	0.09990612	-0.12402984191026531	-0.06646498010421481	0.15830572	0.6993418	1.0	0.9970088569327613
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	ADAM28	ITGA4	0.44825137	0.004	0.19584213	0.22953245064281486	0.6834710490643586	0.52307844	0.76507443	0.03936271745071235	0.9980634680838096
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	SELPLG	ITGB2	0.46134466	0.748	0.19487818	-0.017732866002020592	0.33824257268938873	0.28376788	0.7646307	1.0	0.9980634680838096
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	ADAM28	ITGA4	0.42532742	0.06	0.17856084	0.20610315215604175	0.5698153994532092	0.47692153	0.75667113	0.09445049958400001	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	PKM	CD44	0.35136443	0.975	0.11075943	-0.15039606041216214	-0.29661507742637094	0.13124727	0.71007127	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	S100A8	ITGB2	0.32698965	0.966	0.10692212	-0.11882737100755203	-0.0986783319661454	0.16132432	0.7064284	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	B_cell	COL1A1	CD44	0.38190076	0.8	0.13910004	-0.06510738698445226	-0.12869043409712466	0.19677265	0.732951	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-F	CD8A	0.3990558	0.875	0.15759915	-0.05541383770559734	0.1991543375244763	0.27144676	0.7449917	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DQA2	CD4	0.3664505	0.0	0.13130456	0.2734399183213394	1.1442266694572725	0.8292291	0.7272688	0.005101408181612321	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	HLA-DOB	CD4	0.3501734	0.0	0.11759756	0.25810666710285013	1.13053606942698	0.8292291	0.7161988	0.006006274025072076	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	COL1A1	CD44	0.4189641	0.64	0.16131979	-0.026096700250475016	-0.13131604356287818	0.22820497	0.7472019	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	CD55	ADGRE5	0.3321277	0.36	0.109439746	0.02507540958692525	0.041966569616368354	0.28336567	0.70883584	0.9647285565263671	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	CCL4	CNR2	0.34159237	0.0	0.11445541	0.2440292796880879	1.0418898453647305	0.77231544	0.7134384	0.008171469501845323	1.0
